gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0723,11.94624724382248,11.913543897663477,11.36892230709795,10.852127158469303,7.459942806492297,10.261520834333759
b3299,10.56962506636839,10.785711221714465,10.985804776048914,11.760772694715946,11.449974822652187,10.923476544727327
b3308,9.640010555902993,10.421424231509992,10.864472118890463,12.128332722606475,11.647277282668473,10.792384490963821
b2150,11.17664292354831,11.605830053192127,10.956217062307871,11.336080723001373,9.377721683290819,11.438913579761046
b1712,11.598088871046563,10.931814378898094,11.281241352888976,10.781368504552148,10.870866747508888,11.103596575726186
b1205,12.107183979138414,11.560046307943155,11.392069139304146,9.497227777546096,9.685619815219678,10.409734866023806
b0728,11.183122605316731,10.696030041790886,9.669371835659016,11.848179470822696,9.76591229569074,11.819128717431981
b3310,9.73406463106969,10.474465928124806,10.77849794020716,12.041034063543652,11.481293164141027,10.854328219241008
b1324,11.316081754960537,11.102728233647875,11.09704118008386,10.94912563782595,10.214142937691644,11.472664790552445
b3566,10.847439155998918,11.127145203661332,10.833218226189294,9.074706068327906,11.796155561771247,11.485252753634676
b4154,10.765814501270052,10.786229766533419,10.765909620786825,10.486043482238625,11.775073771459072,11.367386654699288
b3342,8.90129793181498,9.819204956540263,10.246275421169662,12.190322323887242,11.672110417251318,10.947721800190184
b4138,11.16920512981118,11.192858102912334,11.39972406057007,9.424525015659455,11.052640739290435,11.059049238313513
